\u65f6\u95f4	\u65b9\u5411	OpId	\u547d\u4ee4	\u957f\u5ea6	\u6458\u8981	Hex
2026-03-26 15:41:29.337	RAW~	22	--	0	RAW_RX +13 bytes	7E 6C FF 36 00 00 05 00 11 01 00 00 00
2026-03-26 15:41:29.338	RAW~	22	--	0	RAW_RX +2 bytes	D1 62
2026-03-26 15:41:29.338	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:41:29.338	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C FF 36 00 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:41:29.338	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:41:29.940	TX>	22	SET_COM	2	SET_COM send	7E 6C FF 26 00 00 02 00 0F 01 1C 11
2026-03-26 15:41:29.969	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-26 15:41:29.969	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-26 15:41:30.023	RAW~	22	--	0	RAW_RX +12 bytes	7E 6C FF 37 00 00 02 00 5A 0F A7 20
2026-03-26 15:41:30.023	RX<	22	ACK	2	ACK for SET_COM	7E 6C FF 37 00 00 02 00 5A 0F A7 20
2026-03-26 15:41:30.024	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:41:30.024	TX>	23	Q_TASK	17	Q_TASK(all) send	7E 6C FF 27 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:41:30.031	RAW~	23	--	0	RAW_RX +32 bytes	7E 6C 01 27 FF 00 16 00 04 01 02 20 EE F4 64 16 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF D9 7A
2026-03-26 15:41:30.031	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-26 15:41:30.031	RX<	23	Q_TASK	22	Q_TASK resp: count=1, first=02 20 EE F4 64 16 45 1C	7E 6C 01 27 FF 00 16 00 04 01 02 20 EE F4 64 16 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF D9 7A
2026-03-26 15:41:30.031	EVT*	-1	--	0	\u534f\u8bae\u901a\u8baf\u5df2\u786e\u8ba4\uff1aQ_TASK response	--
2026-03-26 15:41:32.029	EVT*	-1	--	0	RX drain reason=pre-send Q_KEYEQ drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:41:32.029	TX>	24	0X14	1	Q_KEYEQ send	7E 6C FF 28 00 00 01 00 14 52 B5
2026-03-26 15:41:32.034	RAW~	24	--	0	RAW_RX +19 bytes	7E 6C 01 28 FF 00 09 00 14 64 FF FF FF FF FF FF FF D5 4E
2026-03-26 15:41:32.034	RX<	24	0X14	9	Q_KEYEQ resp: battery=100%	7E 6C 01 28 FF 00 09 00 14 64 FF FF FF FF FF FF FF D5 4E
2026-03-26 15:41:32.034	EVT*	-1	--	0	\u94a5\u5319\u5f53\u524d\u7535\u91cf\uff1a100%	--
2026-03-26 15:41:44.035	EVT*	-1	--	0	RX drain reason=pre-send DEL drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:41:44.035	TX>	25	DEL	17	DEL send: taskId=0220EEF4...	7E 6C FF 29 01 00 11 00 06 02 20 EE F4 64 16 45 1C 00 00 00 00 00 00 00 00 1A A0
2026-03-26 15:41:44.122	RAW~	25	--	0	RAW_RX +12 bytes	7E 6C 01 29 FF 00 02 00 5A 06 36 09
2026-03-26 15:41:44.122	RX<	25	ACK	2	ACK for DEL	7E 6C 01 29 FF 00 02 00 5A 06 36 09
2026-03-26 15:41:44.122	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:41:44.122	TX>	25	Q_TASK	17	Q_TASK(all) send	7E 6C FF 2A 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:41:44.903	RAW~	25	--	0	RAW_RX +12 bytes	7E 6C 01 2A FF 00 02 00 04 00 D1 4C
2026-03-26 15:41:44.903	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-26 15:41:44.904	RX<	25	Q_TASK	2	Q_TASK resp: count=0	7E 6C 01 2A FF 00 02 00 04 00 D1 4C
2026-03-26 15:43:12.123	RAW~	26	--	0	[TICKET_PAYLOAD] STATIONID=0X01 HEADER=160B	--
2026-03-26 15:43:12.123	RAW~	26	--	0	\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500\u2500	--
2026-03-26 15:43:12.123	RAW~	26	--	0	  taskId=2037072709651693570 convOk=true taskType=0	--
2026-03-26 15:43:12.123	RAW~	26	--	0	  stepNum=1 stepTableStart=160 stringAreaStart=168	--
2026-03-26 15:43:12.123	RAW~	26	--	0	  stepDetail[0] off=168 len=46	--
2026-03-26 15:43:12.123	RAW~	26	--	0	  taskName off=214 len=59	--
2026-03-26 15:43:12.123	RAW~	26	--	0	  payloadLen=273 fileSize=273 check=11 01 00 00 01 11 00 00	--
2026-03-26 15:43:12.123	EVT*	-1	--	0	\u4f20\u7968\u5df2\u7f16\u7801\uff1apayload=273B frameCount=1	--
2026-03-26 15:43:12.123	EVT*	-1	--	0	\u53d1\u9001\u4f20\u7968\u5e27 1/1 Cmd=0x03 Payload=273B	--
2026-03-26 15:43:12.123	EVT*	-1	TICKET	276	TICKET frame 1/1 send	7E 6C 00 00 01 00 14 01 03 00 00 11 01 00 00 01 11 00 00 02 80 6E 28 D6 22 45 1C 00 00 00 00 00 00 00 00 01 00 01 00 D6 00 00 00 20 26 03 26 15 42 FF FF 20 26 03 27 15 43 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 01 00 02 00 A8 00 00 00 BD E2 B3 FD CB F8 B6 A8 A3 AC BD AB 34 31 31 B6 CF C2 B7 C6 F7 B2 D9 D7 F7 B5 BD B8 F4 C0 EB CE BB D6 C3 B2 A2 D6 B4 D0 D0 CB F8 B6 A8 00 54 44 2D 32 30 32 36 2D 30 33 2D 32 36 2D 30 30 30 30 30 36 2D C8 D5 B3 A3 D4 CB CE AC 2D B4 F3 BA E1 C7 D9 42 32 B5 CD D1 B9 C5 E4 B5 E7 B7 BF 2D 34 31 31 B6 CF C2 B7 C6 F7 00 8D CB
2026-03-26 15:43:12.124	TX>	26	TICKET	276	TICKET send	7E 6C 00 00 01 00 14 01 03 00 00 11 01 00 00 01 11 00 00 02 80 6E 28 D6 22 45 1C 00 00 00 00 00 00 00 00 01 00 01 00 D6 00 00 00 20 26 03 26 15 42 FF FF 20 26 03 27 15 43 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 01 00 02 00 A8 00 00 00 BD E2 B3 FD CB F8 B6 A8 A3 AC BD AB 34 31 31 B6 CF C2 B7 C6 F7 B2 D9 D7 F7 B5 BD B8 F4 C0 EB CE BB D6 C3 B2 A2 D6 B4 D0 D0 CB F8 B6 A8 00 54 44 2D 32 30 32 36 2D 30 33 2D 32 36 2D 30 30 30 30 30 36 2D C8 D5 B3 A3 D4 CB CE AC 2D B4 F3 BA E1 C7 D9 42 32 B5 CD D1 B9 C5 E4 B5 E7 B7 BF 2D 34 31 31 B6 CF C2 B7 C6 F7 00 8D CB
2026-03-26 15:43:12.290	RAW~	26	--	0	RAW_RX +14 bytes	7E 6C 01 00 FF 00 04 00 5A 03 00 00 00 74
2026-03-26 15:43:12.291	RX<	26	ACK	4	ACK for 0x03	7E 6C 01 00 FF 00 04 00 5A 03 00 00 00 74
2026-03-26 15:43:12.291	EVT*	-1	TICKET	4	TICKET frame 1/1 ACK	--
2026-03-26 15:43:12.291	EVT*	-1	--	0	\u4f20\u7968\u53d1\u9001\u5b8c\u6210\uff0c\u5171 1 \u5e27	--
2026-03-26 15:43:17.441	RAW~	26	--	0	RAW_RX +13 bytes	7E 6C 00 38 01 00 05 00 11 00 00 00 00
2026-03-26 15:43:17.442	RAW~	26	--	0	RAW_RX +2 bytes	44 A0
2026-03-26 15:43:17.442	WARN!	26	--	0	\u534f\u8bae\u901a\u8baf\u964d\u7ea7\uff1akey removed	--
2026-03-26 15:43:17.443	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C 00 38 01 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:43:31.266	RAW~	26	--	0	RAW_RX +13 bytes	7E 6C 00 39 01 00 05 00 11 01 00 00 00
2026-03-26 15:43:31.267	RAW~	26	--	0	RAW_RX +2 bytes	D1 62
2026-03-26 15:43:31.267	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:43:31.268	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C 00 39 01 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:43:31.268	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:43:31.687	RAW~	26	--	0	RAW_RX +13 bytes	7E 6C 00 3A 01 00 05 00 11 00 00 00 00
2026-03-26 15:43:31.688	RAW~	26	--	0	RAW_RX +2 bytes	44 A0
2026-03-26 15:43:31.688	WARN!	26	--	0	Noise during KEY_STABLE (raw chunk)	44 A0
2026-03-26 15:43:31.688	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C 00 3A 01 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:43:32.527	RAW~	26	--	0	RAW_RX +13 bytes	7E 6C 00 3B 01 00 05 00 11 01 00 00 00
2026-03-26 15:43:32.528	RAW~	26	--	0	RAW_RX +2 bytes	D1 62
2026-03-26 15:43:32.529	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:43:32.529	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C 00 3B 01 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:43:32.529	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:43:32.809	RAW~	26	--	0	RAW_RX +13 bytes	7E 6C 00 3C 01 00 05 00 11 00 00 00 00
2026-03-26 15:43:32.809	RAW~	26	--	0	RAW_RX +2 bytes	44 A0
2026-03-26 15:43:32.810	WARN!	26	--	0	Noise during KEY_STABLE (raw chunk)	44 A0
2026-03-26 15:43:32.810	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C 00 3C 01 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:43:33.648	RAW~	26	--	0	RAW_RX +13 bytes	7E 6C 00 3D 01 00 05 00 11 01 00 00 00
2026-03-26 15:43:33.649	RAW~	26	--	0	RAW_RX +2 bytes	D1 62
2026-03-26 15:43:33.649	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:43:33.649	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C 00 3D 01 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:43:33.650	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:43:33.929	RAW~	26	--	0	RAW_RX +13 bytes	7E 6C 00 3E 01 00 05 00 11 00 00 00 00
2026-03-26 15:43:33.930	RAW~	26	--	0	RAW_RX +2 bytes	44 A0
2026-03-26 15:43:33.930	WARN!	26	--	0	Noise during KEY_STABLE (raw chunk)	44 A0
2026-03-26 15:43:33.931	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C 00 3E 01 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:43:34.630	RAW~	26	--	0	RAW_RX +15 bytes	7E 6C 00 3F 01 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:43:34.630	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:43:34.630	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C 00 3F 01 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:43:34.631	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:43:34.771	RAW~	26	--	0	RAW_RX +15 bytes	7E 6C 00 40 01 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:43:34.771	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C 00 40 01 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:43:35.470	RAW~	26	--	0	RAW_RX +15 bytes	7E 6C 00 41 01 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:43:35.470	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:43:35.470	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C 00 41 01 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:43:35.470	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:43:35.610	RAW~	26	--	0	RAW_RX +15 bytes	7E 6C 00 42 01 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:43:35.611	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C 00 42 01 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:43:36.170	RAW~	26	--	0	RAW_RX +15 bytes	7E 6C 00 43 01 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:43:36.170	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:43:36.170	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C 00 43 01 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:43:36.170	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:43:36.321	RAW~	26	--	0	RAW_RX +15 bytes	7E 6C 00 44 01 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:43:36.321	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C 00 44 01 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:43:36.890	RAW~	26	--	0	RAW_RX +15 bytes	7E 6C 00 45 01 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:43:36.890	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:43:36.890	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C 00 45 01 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:43:36.890	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:43:37.492	TX>	26	SET_COM	2	SET_COM send	7E 6C FF 2B 00 00 02 00 0F 01 1C 11
2026-03-26 15:43:37.521	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-26 15:43:37.521	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-26 15:43:37.702	RAW~	26	--	0	RAW_RX +12 bytes	7E 6C FF 46 00 00 02 00 5A 0F A7 20
2026-03-26 15:43:37.702	RX<	26	ACK	2	ACK for SET_COM	7E 6C FF 46 00 00 02 00 5A 0F A7 20
2026-03-26 15:43:37.702	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:43:37.702	TX>	27	Q_TASK	17	Q_TASK(all) send	7E 6C FF 2C 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:43:38.675	WARN!	27	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-26 15:43:39.675	WARN!	27	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-26 15:43:40.675	WARN!	27	Q_TASK	0	Q_TASK soft-timeout, delay retry 1/2	--
2026-03-26 15:43:40.675	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(1/2)	--
2026-03-26 15:43:41.175	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:43:41.175	TX>	27	Q_TASK	17	Q_TASK(all) send	7E 6C FF 2D 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:43:42.175	WARN!	27	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-26 15:43:43.174	WARN!	27	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-26 15:43:44.175	WARN!	27	Q_TASK	0	Q_TASK soft-timeout, delay retry 2/2	--
2026-03-26 15:43:44.175	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(2/2)	--
2026-03-26 15:43:44.675	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:43:44.675	TX>	27	Q_TASK	17	Q_TASK(all) send	7E 6C FF 2E 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:43:45.675	WARN!	27	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-26 15:43:46.675	WARN!	27	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-26 15:43:47.675	ERR!	27	Q_TASK	0	Q_TASK timeout after 3 retries, keep port open	--
2026-03-26 15:43:47.675	TX>	27	SET_COM	2	SET_COM send	7E 6C FF 2F 00 00 02 00 0F 01 1C 11
2026-03-26 15:43:47.675	WARN!	27	Q_TASK	0	Q_TASK timeout: no frame header observed	--
2026-03-26 15:43:47.722	RAW~	27	--	0	RAW_RX +12 bytes	7E 6C FF 47 00 00 02 00 5A 0F A7 20
2026-03-26 15:43:47.722	RX<	27	ACK	2	ACK for SET_COM	7E 6C FF 47 00 00 02 00 5A 0F A7 20
2026-03-26 15:43:47.722	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:43:47.722	TX>	28	Q_TASK	17	Q_TASK(all) send	7E 6C FF 30 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:43:48.675	WARN!	28	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-26 15:43:49.675	WARN!	28	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-26 15:43:50.675	WARN!	28	Q_TASK	0	Q_TASK soft-timeout, delay retry 1/2	--
2026-03-26 15:43:50.675	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(1/2)	--
2026-03-26 15:43:50.684	EVT*	-1	--	0	RX drain reason=pre-send Q_KEYEQ drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:43:50.684	TX>	29	0X14	1	Q_KEYEQ send	7E 6C FF 31 00 00 01 00 14 52 B5
2026-03-26 15:43:51.675	WARN!	29	0X14	0	Retry 1/3 for Q_KEYEQ	--
2026-03-26 15:43:52.674	WARN!	29	0X14	0	Retry 2/3 for Q_KEYEQ	--
2026-03-26 15:43:53.500	RAW~	29	--	0	RAW_RX +15 bytes	7E 6C FF 48 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:43:53.500	EVT*	-1	--	0	\u94a5\u5319\u5df2\u62d4\u8d70\uff0c\u5f53\u524d\u547d\u4ee4\u5df2\u53d6\u6d88	--
2026-03-26 15:43:53.500	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C FF 48 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:43:53.920	RAW~	29	--	0	RAW_RX +13 bytes	7E 6C FF 49 00 00 05 00 11 01 00 00 00
2026-03-26 15:43:53.921	RAW~	29	--	0	RAW_RX +2 bytes	D1 62
2026-03-26 15:43:53.921	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:43:53.921	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C FF 49 00 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:43:53.921	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:43:54.522	TX>	29	SET_COM	2	SET_COM send	7E 6C FF 32 00 00 02 00 0F 01 1C 11
2026-03-26 15:43:54.552	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-26 15:43:54.552	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-26 15:43:54.571	RAW~	29	--	0	RAW_RX +12 bytes	7E 6C FF 4A 00 00 02 00 5A 0F A7 20
2026-03-26 15:43:54.571	RX<	29	ACK	2	ACK for SET_COM	7E 6C FF 4A 00 00 02 00 5A 0F A7 20
2026-03-26 15:43:54.572	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:43:54.572	TX>	30	Q_TASK	17	Q_TASK(all) send	7E 6C FF 33 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:43:54.579	RAW~	30	--	0	RAW_RX +32 bytes	7E 6C 01 33 FF 00 16 00 04 01 02 80 6E 28 D6 22 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF F7 81
2026-03-26 15:43:54.579	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-26 15:43:54.579	RX<	30	Q_TASK	22	Q_TASK resp: count=1, first=02 80 6E 28 D6 22 45 1C	7E 6C 01 33 FF 00 16 00 04 01 02 80 6E 28 D6 22 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF F7 81
2026-03-26 15:43:54.579	EVT*	-1	--	0	\u534f\u8bae\u901a\u8baf\u5df2\u786e\u8ba4\uff1aQ_TASK response	--
2026-03-26 15:43:58.308	EVT*	-1	--	0	RX drain reason=pre-send Q_KEYEQ drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:43:58.308	TX>	31	0X14	1	Q_KEYEQ send	7E 6C FF 34 00 00 01 00 14 52 B5
2026-03-26 15:43:58.312	RAW~	31	--	0	RAW_RX +19 bytes	7E 6C 01 34 FF 00 09 00 14 5C FF FF FF FF FF FF FF B9 BC
2026-03-26 15:43:58.313	RX<	31	0X14	9	Q_KEYEQ resp: battery=92%	7E 6C 01 34 FF 00 09 00 14 5C FF FF FF FF FF FF FF B9 BC
2026-03-26 15:43:58.313	EVT*	-1	--	0	\u94a5\u5319\u5f53\u524d\u7535\u91cf\uff1a92%	--
2026-03-26 15:44:10.678	RAW~	31	--	0	RAW_RX +13 bytes	7E 6C FF 4B 00 00 05 00 11 00 00 00 00
2026-03-26 15:44:10.679	RAW~	31	--	0	RAW_RX +2 bytes	44 A0
2026-03-26 15:44:10.679	WARN!	31	--	0	\u534f\u8bae\u901a\u8baf\u964d\u7ea7\uff1akey removed	--
2026-03-26 15:44:10.679	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C FF 4B 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:44:11.099	RAW~	31	--	0	RAW_RX +13 bytes	7E 6C FF 4C 00 00 05 00 11 01 00 00 00
2026-03-26 15:44:11.100	RAW~	31	--	0	RAW_RX +2 bytes	D1 62
2026-03-26 15:44:11.100	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:44:11.100	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C FF 4C 00 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:44:11.100	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:44:11.702	TX>	31	SET_COM	2	SET_COM send	7E 6C FF 35 00 00 02 00 0F 01 1C 11
2026-03-26 15:44:11.730	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-26 15:44:11.730	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-26 15:44:11.746	RAW~	31	--	0	RAW_RX +12 bytes	7E 6C FF 4D 00 00 02 00 5A 0F A7 20
2026-03-26 15:44:11.747	RX<	31	ACK	2	ACK for SET_COM	7E 6C FF 4D 00 00 02 00 5A 0F A7 20
2026-03-26 15:44:11.747	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:44:11.747	TX>	32	Q_TASK	17	Q_TASK(all) send	7E 6C FF 36 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:44:11.754	RAW~	32	--	0	RAW_RX +32 bytes	7E 6C 01 36 FF 00 16 00 04 01 02 80 6E 28 D6 22 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF F7 81
